"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled"
"4_2246_20241230","20:30:00","20:30:00","18_7","1",,"0","1",
"4_2246_20241230","20:33:00","20:33:00","222_2","2",,"0","0",
"4_2246_20241230","20:35:00","20:35:00","226_1","3",,"0","0",
"4_2246_20241230","20:37:00","20:37:00","10020_1","4",,"0","0",
"4_2246_20241230","20:37:00","20:37:00","10021_1","5",,"0","0",
"4_2246_20241230","20:38:00","20:38:00","10022_1","6",,"0","0",
"4_2246_20241230","20:38:00","20:38:00","10023_1","7",,"0","0",
"4_2246_20241230","20:38:00","20:38:00","10024_1","8",,"0","0",
"4_2246_20241230","20:39:00","20:39:00","10025_1","9",,"0","0",
"4_2246_20241230","20:39:00","20:39:00","10026_1","10",,"0","0",
"4_2246_20241230","20:40:00","20:40:00","10027_1","11",,"0","0",
"4_2246_20241230","20:41:00","20:41:00","10028_1","12",,"0","0",
"4_2246_20241230","20:42:00","20:42:00","10029_3","13",,"0","0",
"4_2246_20241230","20:42:00","20:42:00","10059_1","14",,"0","0",
"4_2246_20241230","20:43:00","20:43:00","10060_1","15",,"0","0",
"4_2246_20241230","20:44:00","20:44:00","10061_1","16",,"0","0",
"4_2246_20241230","20:45:00","20:45:00","10062_1","17",,"0","0",
"4_2246_20241230","20:46:00","20:46:00","10063_1","18",,"0","0",
"4_2246_20241230","20:47:00","20:47:00","10064_1","19",,"0","0",
"4_2246_20241230","20:48:00","20:48:00","10065_1","20",,"0","0",
"4_2246_20241230","20:48:00","20:48:00","10066_1","21",,"0","0",
"4_2246_20241230","20:49:00","20:49:00","10067_1","22",,"0","0",
"4_2246_20241230","20:49:00","20:49:00","10068_1","23",,"0","0",
"4_2246_20241230","20:50:00","20:50:00","10069_1","24",,"0","0",
"4_2246_20241230","20:50:00","20:50:00","10070_1","25",,"0","0",
"4_2246_20241230","20:51:00","20:51:00","10071_1","26",,"0","0",
"4_2246_20241230","20:51:00","20:51:00","10072_1","27",,"0","0",
"4_2246_20241230","20:52:00","20:52:00","10081_1","28",,"0","0",
"4_2246_20241230","20:57:00","20:57:00","10085_1","29",,"0","0",
"4_2246_20241230","21:01:00","21:01:00","10086_9","30",,"1","0",
"4_2251_20241230","19:50:00","19:50:00","27_15","1",,"0","1",
"4_2251_20241230","19:52:00","19:52:00","22_5","2",,"0","0",
"4_2251_20241230","19:54:00","19:54:00","19_7","3",,"0","0",
"4_2251_20241230","19:56:00","19:56:00","18_7","4",,"0","0",
"4_2251_20241230","19:59:00","19:59:00","222_2","5",,"0","0",
"4_2251_20241230","20:01:00","20:01:00","226_1","6",,"0","0",
"4_2251_20241230","20:03:00","20:03:00","10020_1","7",,"0","0",
"4_2251_20241230","20:03:00","20:03:00","10021_1","8",,"0","0",
"4_2251_20241230","20:04:00","20:04:00","10022_1","9",,"0","0",
"4_2251_20241230","20:04:00","20:04:00","10023_1","10",,"0","0",
"4_2251_20241230","20:04:00","20:04:00","10024_1","11",,"0","0",
"4_2251_20241230","20:05:00","20:05:00","10025_1","12",,"0","0",
"4_2251_20241230","20:05:00","20:05:00","10026_1","13",,"0","0",
"4_2251_20241230","20:06:00","20:06:00","10027_1","14",,"0","0",
"4_2251_20241230","20:07:00","20:07:00","10028_1","15",,"0","0",
"4_2251_20241230","20:08:00","20:08:00","10029_3","16",,"0","0",
"4_2251_20241230","20:08:00","20:08:00","10059_1","17",,"0","0",
"4_2251_20241230","20:09:00","20:09:00","10060_1","18",,"0","0",
"4_2251_20241230","20:10:00","20:10:00","10061_1","19",,"0","0",
"4_2251_20241230","20:11:00","20:11:00","10062_1","20",,"0","0",
"4_2251_20241230","20:12:00","20:12:00","10063_1","21",,"0","0",
"4_2251_20241230","20:13:00","20:13:00","10064_1","22",,"0","0",
"4_2251_20241230","20:14:00","20:14:00","10065_1","23",,"0","0",
"4_2251_20241230","20:14:00","20:14:00","10066_1","24",,"0","0",
"4_2251_20241230","20:15:00","20:15:00","10067_1","25",,"0","0",
"4_2251_20241230","20:15:00","20:15:00","10068_1","26",,"0","0",
"4_2251_20241230","20:16:00","20:16:00","10069_1","27",,"0","0",
"4_2251_20241230","20:16:00","20:16:00","10070_1","28",,"0","0",
"4_2251_20241230","20:17:00","20:17:00","10071_1","29",,"0","0",
"4_2251_20241230","20:17:00","20:17:00","10072_1","30",,"0","0",
"4_2251_20241230","20:18:00","20:18:00","10081_1","31",,"0","0",
"4_2251_20241230","20:19:00","20:19:00","10080_2","32",,"0","0",
"4_2251_20241230","20:19:00","20:19:00","10079_2","33",,"0","0",
"4_2251_20241230","20:20:00","20:20:00","10078_2","34",,"0","0",
"4_2251_20241230","20:21:00","20:21:00","10077_2","35",,"0","0",
"4_2251_20241230","20:23:00","20:23:00","10076_2","36",,"0","0",
"4_2251_20241230","20:24:00","20:24:00","10075_2","37",,"0","0",
"4_2251_20241230","20:25:00","20:25:00","10074_2","38",,"0","0",
"4_2251_20241230","20:27:00","20:27:00","10073_2","39",,"0","0",
"4_2251_20241230","20:30:00","20:30:00","10032_2","40",,"0","0",
"4_2251_20241230","20:35:00","20:35:00","10031_2","41",,"1","0",
"4_2278_20241230","19:46:00","19:46:00","10086_2","1",,"0","1",
"4_2278_20241230","19:46:00","19:46:00","10085_2","2",,"0","0",
"4_2278_20241230","19:51:00","19:51:00","10081_2","3",,"0","0",
"4_2278_20241230","19:51:00","19:51:00","10072_2","4",,"0","0",
"4_2278_20241230","19:52:00","19:52:00","10071_2","5",,"0","0",
"4_2278_20241230","19:52:00","19:52:00","10070_2","6",,"0","0",
"4_2278_20241230","19:53:00","19:53:00","10069_2","7",,"0","0",
"4_2278_20241230","19:53:00","19:53:00","10068_2","8",,"0","0",
"4_2278_20241230","19:54:00","19:54:00","10067_2","9",,"0","0",
"4_2278_20241230","19:54:00","19:54:00","10066_2","10",,"0","0",
"4_2278_20241230","19:55:00","19:55:00","10065_2","11",,"0","0",
"4_2278_20241230","19:56:00","19:56:00","10064_2","12",,"0","0",
"4_2278_20241230","19:57:00","19:57:00","10063_2","13",,"0","0",
"4_2278_20241230","19:57:00","19:57:00","10062_2","14",,"0","0",
"4_2278_20241230","19:58:00","19:58:00","10061_2","15",,"0","0",
"4_2278_20241230","19:59:00","19:59:00","10060_2","16",,"0","0",
"4_2278_20241230","19:59:00","19:59:00","10059_2","17",,"0","0",
"4_2278_20241230","20:01:00","20:01:00","10029_2","18",,"0","0",
"4_2278_20241230","20:02:00","20:02:00","10028_2","19",,"0","0",
"4_2278_20241230","20:03:00","20:03:00","10027_2","20",,"0","0",
"4_2278_20241230","20:04:00","20:04:00","10026_2","21",,"0","0",
"4_2278_20241230","20:04:00","20:04:00","10025_2","22",,"0","0",
"4_2278_20241230","20:05:00","20:05:00","10024_2","23",,"0","0",
"4_2278_20241230","20:05:00","20:05:00","10023_2","24",,"0","0",
"4_2278_20241230","20:06:00","20:06:00","10022_2","25",,"0","0",
"4_2278_20241230","20:06:00","20:06:00","10021_2","26",,"0","0",
"4_2278_20241230","20:07:00","20:07:00","10020_2","27",,"0","0",
"4_2278_20241230","20:08:00","20:08:00","10019_2","28",,"0","0",
"4_2278_20241230","20:09:00","20:09:00","226_2","29",,"0","0",
"4_2278_20241230","20:11:00","20:11:00","222_1","30",,"0","0",
"4_2278_20241230","20:13:00","20:13:00","34_1","31",,"0","0",
"4_2278_20241230","20:15:00","20:15:00","18_1","32",,"0","0",
"4_2239_20241230","19:20:00","19:20:00","27_15","1",,"0","1",
"4_2239_20241230","19:22:00","19:22:00","22_5","2",,"0","0",
"4_2239_20241230","19:24:00","19:24:00","19_7","3",,"0","0",
"4_2239_20241230","19:27:00","19:27:00","18_7","4",,"0","0",
"4_2239_20241230","19:30:00","19:30:00","222_2","5",,"0","0",
"4_2239_20241230","19:32:00","19:32:00","226_1","6",,"0","0",
"4_2239_20241230","19:34:00","19:34:00","10020_1","7",,"0","0",
"4_2239_20241230","19:34:00","19:34:00","10021_1","8",,"0","0",
"4_2239_20241230","19:35:00","19:35:00","10022_1","9",,"0","0",
"4_2239_20241230","19:35:00","19:35:00","10023_1","10",,"0","0",
"4_2239_20241230","19:36:00","19:36:00","10024_1","11",,"0","0",
"4_2239_20241230","19:37:00","19:37:00","10025_1","12",,"0","0",
"4_2239_20241230","19:37:00","19:37:00","10026_1","13",,"0","0",
"4_2239_20241230","19:38:00","19:38:00","10027_1","14",,"0","0",
"4_2239_20241230","19:39:00","19:39:00","10028_1","15",,"0","0",
"4_2239_20241230","19:40:00","19:40:00","10029_3","16",,"0","0",
"4_2239_20241230","19:40:00","19:40:00","10059_1","17",,"0","0",
"4_2239_20241230","19:41:00","19:41:00","10060_1","18",,"0","0",
"4_2239_20241230","19:42:00","19:42:00","10061_1","19",,"0","0",
"4_2239_20241230","19:43:00","19:43:00","10062_1","20",,"0","0",
"4_2239_20241230","19:44:00","19:44:00","10063_1","21",,"0","0",
"4_2239_20241230","19:45:00","19:45:00","10064_1","22",,"0","0",
"4_2239_20241230","19:46:00","19:46:00","10065_1","23",,"0","0",
"4_2239_20241230","19:46:00","19:46:00","10066_1","24",,"0","0",
"4_2239_20241230","19:47:00","19:47:00","10067_1","25",,"0","0",
"4_2239_20241230","19:47:00","19:47:00","10068_1","26",,"0","0",
"4_2239_20241230","19:48:00","19:48:00","10069_1","27",,"0","0",
"4_2239_20241230","19:48:00","19:48:00","10070_1","28",,"0","0",
"4_2239_20241230","19:49:00","19:49:00","10071_1","29",,"0","0",
"4_2239_20241230","19:49:00","19:49:00","10072_1","30",,"0","0",
"4_2239_20241230","19:50:00","19:50:00","10081_1","31",,"0","0",
"4_2239_20241230","19:55:00","19:55:00","10085_1","32",,"0","0",
"4_2239_20241230","19:59:00","19:59:00","10086_9","33",,"1","0",
"4_2269_20241230","18:51:00","18:51:00","10086_2","1",,"0","1",
"4_2269_20241230","18:51:00","18:51:00","10085_2","2",,"0","0",
"4_2269_20241230","18:56:00","18:56:00","10081_2","3",,"0","0",
"4_2269_20241230","18:56:00","18:56:00","10072_2","4",,"0","0",
"4_2269_20241230","18:57:00","18:57:00","10071_2","5",,"0","0",
"4_2269_20241230","18:57:00","18:57:00","10070_2","6",,"0","0",
"4_2269_20241230","18:58:00","18:58:00","10069_2","7",,"0","0",
"4_2269_20241230","18:58:00","18:58:00","10068_2","8",,"0","0",
"4_2269_20241230","18:59:00","18:59:00","10067_2","9",,"0","0",
"4_2269_20241230","18:59:00","18:59:00","10066_2","10",,"0","0",
"4_2269_20241230","19:00:00","19:00:00","10065_2","11",,"0","0",
"4_2269_20241230","19:01:00","19:01:00","10064_2","12",,"0","0",
"4_2269_20241230","19:02:00","19:02:00","10063_2","13",,"0","0",
"4_2269_20241230","19:02:00","19:02:00","10062_2","14",,"0","0",
"4_2269_20241230","19:03:00","19:03:00","10061_2","15",,"0","0",
"4_2269_20241230","19:04:00","19:04:00","10060_2","16",,"0","0",
"4_2269_20241230","19:04:00","19:04:00","10059_2","17",,"0","0",
"4_2269_20241230","19:06:00","19:06:00","10029_2","18",,"0","0",
"4_2269_20241230","19:07:00","19:07:00","10028_2","19",,"0","0",
"4_2269_20241230","19:08:00","19:08:00","10027_2","20",,"0","0",
"4_2269_20241230","19:09:00","19:09:00","10026_2","21",,"0","0",
"4_2269_20241230","19:10:00","19:10:00","10025_2","22",,"0","0",
"4_2269_20241230","19:11:00","19:11:00","10024_2","23",,"0","0",
"4_2269_20241230","19:12:00","19:12:00","10023_2","24",,"0","0",
"4_2269_20241230","19:13:00","19:13:00","10022_2","25",,"0","0",
"4_2269_20241230","19:13:00","19:13:00","10021_2","26",,"0","0",
"4_2269_20241230","19:14:00","19:14:00","10020_2","27",,"0","0",
"4_2269_20241230","19:15:00","19:15:00","10019_2","28",,"0","0",
"4_2269_20241230","19:17:00","19:17:00","226_2","29",,"0","0",
"4_2269_20241230","19:20:00","19:20:00","222_1","30",,"0","0",
"4_2269_20241230","19:23:00","19:23:00","34_1","31",,"0","0",
"4_2269_20241230","19:25:00","19:25:00","18_1","32",,"0","0",
"4_2269_20241230","19:26:00","19:26:00","19_5","33",,"0","0",
"4_2269_20241230","19:29:00","19:29:00","22_1","34",,"0","0",
"4_2269_20241230","19:31:00","19:31:00","27_8","35",,"1","0",
"4_2238_20241230","18:40:00","18:40:00","27_15","1",,"0","1",
"4_2238_20241230","18:42:00","18:42:00","22_5","2",,"0","0",
"4_2238_20241230","18:44:00","18:44:00","19_7","3",,"0","0",
"4_2238_20241230","18:47:00","18:47:00","18_7","4",,"0","0",
"4_2238_20241230","18:50:00","18:50:00","222_2","5",,"0","0",
"4_2238_20241230","18:52:00","18:52:00","226_1","6",,"0","0",
"4_2238_20241230","18:54:00","18:54:00","10020_1","7",,"0","0",
"4_2238_20241230","18:54:00","18:54:00","10021_1","8",,"0","0",
"4_2238_20241230","18:55:00","18:55:00","10022_1","9",,"0","0",
"4_2238_20241230","18:55:00","18:55:00","10023_1","10",,"0","0",
"4_2238_20241230","18:56:00","18:56:00","10024_1","11",,"0","0",
"4_2238_20241230","18:57:00","18:57:00","10025_1","12",,"0","0",
"4_2238_20241230","18:57:00","18:57:00","10026_1","13",,"0","0",
"4_2238_20241230","18:58:00","18:58:00","10027_1","14",,"0","0",
"4_2238_20241230","18:59:00","18:59:00","10028_1","15",,"0","0",
"4_2238_20241230","19:00:00","19:00:00","10029_3","16",,"0","0",
"4_2238_20241230","19:00:00","19:00:00","10059_1","17",,"0","0",
"4_2238_20241230","19:01:00","19:01:00","10060_1","18",,"0","0",
"4_2238_20241230","19:02:00","19:02:00","10061_1","19",,"0","0",
"4_2238_20241230","19:03:00","19:03:00","10062_1","20",,"0","0",
"4_2238_20241230","19:04:00","19:04:00","10063_1","21",,"0","0",
"4_2238_20241230","19:05:00","19:05:00","10064_1","22",,"0","0",
"4_2238_20241230","19:06:00","19:06:00","10065_1","23",,"0","0",
"4_2238_20241230","19:06:00","19:06:00","10066_1","24",,"0","0",
"4_2238_20241230","19:07:00","19:07:00","10067_1","25",,"0","0",
"4_2238_20241230","19:07:00","19:07:00","10068_1","26",,"0","0",
"4_2238_20241230","19:08:00","19:08:00","10069_1","27",,"0","0",
"4_2238_20241230","19:08:00","19:08:00","10070_1","28",,"0","0",
"4_2238_20241230","19:09:00","19:09:00","10071_1","29",,"0","0",
"4_2238_20241230","19:09:00","19:09:00","10072_1","30",,"0","0",
"4_2238_20241230","19:10:00","19:10:00","10081_1","31",,"0","0",
"4_2238_20241230","19:17:00","19:17:00","10104_1","32",,"0","0",
"4_2238_20241230","19:18:00","19:18:00","10087_1","33",,"0","0",
"4_2238_20241230","19:19:00","19:19:00","10088_1","34",,"0","0",
"4_2238_20241230","19:27:00","19:27:00","10089_1","35",,"0","0",
"4_2238_20241230","19:30:00","19:30:00","10090_1","36",,"0","0",
"4_2238_20241230","19:34:00","19:34:00","10091_1","37",,"0","0",
"4_2238_20241230","19:40:00","19:40:00","10092_1","38",,"0","0",
"4_2238_20241230","19:41:00","19:41:00","10093_1","39",,"0","0",
"4_2238_20241230","19:42:00","19:42:00","10094_1","40",,"0","0",
"4_2238_20241230","19:43:00","19:43:00","10095_1","41",,"0","0",
"4_2238_20241230","19:45:00","19:45:00","10100_1","42",,"0","0",
"4_2238_20241230","19:46:00","19:46:00","10099_1","43",,"0","0",
"4_2238_20241230","19:47:00","19:47:00","10098_1","44",,"0","0",
"4_2238_20241230","19:47:00","19:47:00","10097_1","45",,"0","0",
"4_2238_20241230","19:50:00","19:50:00","10103_1","46",,"0","0",
"4_2238_20241230","19:51:00","19:51:00","10102_1","47",,"0","0",
"4_2238_20241230","19:52:00","19:52:00","10096_1","48",,"1","0",
"4_2248_20241230","17:50:00","17:50:00","27_15","1",,"0","1",
"4_2248_20241230","17:52:00","17:52:00","22_5","2",,"0","0",
"4_2248_20241230","17:54:00","17:54:00","19_7","3",,"0","0",
"4_2248_20241230","17:57:00","17:57:00","18_7","4",,"0","0",
"4_2248_20241230","18:00:00","18:00:00","222_2","5",,"0","0",
"4_2248_20241230","18:02:00","18:02:00","226_1","6",,"0","0",
"4_2248_20241230","18:04:00","18:04:00","10020_1","7",,"0","0",
"4_2248_20241230","18:04:00","18:04:00","10021_1","8",,"0","0",
"4_2248_20241230","18:05:00","18:05:00","10022_1","9",,"0","0",
"4_2248_20241230","18:05:00","18:05:00","10023_1","10",,"0","0",
"4_2248_20241230","18:06:00","18:06:00","10024_1","11",,"0","0",
"4_2248_20241230","18:07:00","18:07:00","10025_1","12",,"0","0",
"4_2248_20241230","18:07:00","18:07:00","10026_1","13",,"0","0",
"4_2248_20241230","18:08:00","18:08:00","10027_1","14",,"0","0",
"4_2248_20241230","18:09:00","18:09:00","10028_1","15",,"0","0",
"4_2248_20241230","18:10:00","18:10:00","10029_1","16",,"0","0",
"4_2248_20241230","18:11:00","18:11:00","10030_1","17",,"0","0",
"4_2248_20241230","18:13:00","18:13:00","10031_1","18",,"0","0",
"4_2248_20241230","18:14:00","18:14:00","10032_1","19",,"0","0",
"4_2248_20241230","18:15:00","18:15:00","10073_1","20",,"0","0",
"4_2248_20241230","18:18:00","18:18:00","10074_1","21",,"0","0",
"4_2248_20241230","18:19:00","18:19:00","10075_1","22",,"0","0",
"4_2248_20241230","18:20:00","18:20:00","10076_1","23",,"0","0",
"4_2248_20241230","18:22:00","18:22:00","10077_1","24",,"0","0",
"4_2248_20241230","18:23:00","18:23:00","10078_1","25",,"0","0",
"4_2248_20241230","18:24:00","18:24:00","10079_1","26",,"0","0",
"4_2248_20241230","18:25:00","18:25:00","10080_1","27",,"0","0",
"4_2248_20241230","18:26:00","18:26:00","10081_1","28",,"0","0",
"4_2248_20241230","18:26:00","18:26:00","10072_2","29",,"0","0",
"4_2248_20241230","18:30:00","18:30:00","10071_9","30",,"1","0",
"4_2259_20241230","17:39:00","17:39:00","10096_2","1",,"0","1",
"4_2259_20241230","17:40:00","17:40:00","10102_2","2",,"0","0",
"4_2259_20241230","17:40:00","17:40:00","10103_2","3",,"0","0",
"4_2259_20241230","17:43:00","17:43:00","10097_2","4",,"0","0",
"4_2259_20241230","17:43:00","17:43:00","10098_2","5",,"0","0",
"4_2259_20241230","17:44:00","17:44:00","10099_2","6",,"0","0",
"4_2259_20241230","17:45:00","17:45:00","10100_2","7",,"0","0",
"4_2259_20241230","17:48:00","17:48:00","10095_2","8",,"0","0",
"4_2259_20241230","17:49:00","17:49:00","10094_2","9",,"0","0",
"4_2259_20241230","17:50:00","17:50:00","10093_2","10",,"0","0",
"4_2259_20241230","17:51:00","17:51:00","10092_2","11",,"0","0",
"4_2259_20241230","17:57:00","17:57:00","10091_2","12",,"0","0",
"4_2259_20241230","18:01:00","18:01:00","10090_2","13",,"0","0",
"4_2259_20241230","18:04:00","18:04:00","10089_2","14",,"0","0",
"4_2259_20241230","18:12:00","18:12:00","10088_2","15",,"0","0",
"4_2259_20241230","18:13:00","18:13:00","10087_2","16",,"0","0",
"4_2259_20241230","18:16:00","18:16:00","10086_2","17",,"0","0",
"4_2259_20241230","18:16:00","18:16:00","10085_2","18",,"0","0",
"4_2259_20241230","18:21:00","18:21:00","10081_2","19",,"0","0",
"4_2259_20241230","18:21:00","18:21:00","10072_2","20",,"0","0",
"4_2259_20241230","18:22:00","18:22:00","10071_2","21",,"0","0",
"4_2259_20241230","18:22:00","18:22:00","10070_2","22",,"0","0",
"4_2259_20241230","18:23:00","18:23:00","10069_2","23",,"0","0",
"4_2259_20241230","18:23:00","18:23:00","10068_2","24",,"0","0",
"4_2259_20241230","18:24:00","18:24:00","10067_2","25",,"0","0",
"4_2259_20241230","18:24:00","18:24:00","10066_2","26",,"0","0",
"4_2259_20241230","18:25:00","18:25:00","10065_2","27",,"0","0",
"4_2259_20241230","18:26:00","18:26:00","10064_2","28",,"0","0",
"4_2259_20241230","18:27:00","18:27:00","10063_2","29",,"0","0",
"4_2259_20241230","18:27:00","18:27:00","10062_2","30",,"0","0",
"4_2259_20241230","18:28:00","18:28:00","10061_2","31",,"0","0",
"4_2259_20241230","18:29:00","18:29:00","10060_2","32",,"0","0",
"4_2259_20241230","18:29:00","18:29:00","10059_2","33",,"0","0",
"4_2259_20241230","18:31:00","18:31:00","10029_2","34",,"0","0",
"4_2259_20241230","18:32:00","18:32:00","10028_2","35",,"0","0",
"4_2259_20241230","18:33:00","18:33:00","10027_2","36",,"0","0",
"4_2259_20241230","18:34:00","18:34:00","10026_2","37",,"0","0",
"4_2259_20241230","18:35:00","18:35:00","10025_2","38",,"0","0",
"4_2259_20241230","18:36:00","18:36:00","10024_2","39",,"0","0",
"4_2259_20241230","18:37:00","18:37:00","10023_2","40",,"0","0",
"4_2259_20241230","18:38:00","18:38:00","10022_2","41",,"0","0",
"4_2259_20241230","18:38:00","18:38:00","10021_2","42",,"0","0",
"4_2259_20241230","18:39:00","18:39:00","10020_2","43",,"0","0",
"4_2259_20241230","18:40:00","18:40:00","10019_2","44",,"0","0",
"4_2259_20241230","18:42:00","18:42:00","226_2","45",,"0","0",
"4_2259_20241230","18:45:00","18:45:00","222_1","46",,"0","0",
"4_2259_20241230","18:48:00","18:48:00","34_1","47",,"0","0",
"4_2259_20241230","18:50:00","18:50:00","18_1","48",,"0","0",
"4_2259_20241230","18:51:00","18:51:00","19_5","49",,"0","0",
"4_2259_20241230","18:54:00","18:54:00","22_1","50",,"0","0",
"4_2259_20241230","18:56:00","18:56:00","27_8","51",,"1","0",
"4_2261_20241230","17:36:00","17:36:00","10086_2","1",,"0","1",
"4_2261_20241230","17:36:00","17:36:00","10085_2","2",,"0","0",
"4_2261_20241230","17:41:00","17:41:00","10081_2","3",,"0","0",
"4_2261_20241230","17:41:00","17:41:00","10072_2","4",,"0","0",
"4_2261_20241230","17:42:00","17:42:00","10071_2","5",,"0","0",
"4_2261_20241230","17:42:00","17:42:00","10070_2","6",,"0","0",
"4_2261_20241230","17:43:00","17:43:00","10069_2","7",,"0","0",
"4_2261_20241230","17:43:00","17:43:00","10068_2","8",,"0","0",
"4_2261_20241230","17:44:00","17:44:00","10067_2","9",,"0","0",
"4_2261_20241230","17:44:00","17:44:00","10066_2","10",,"0","0",
"4_2261_20241230","17:45:00","17:45:00","10065_2","11",,"0","0",
"4_2261_20241230","17:46:00","17:46:00","10064_2","12",,"0","0",
"4_2261_20241230","17:47:00","17:47:00","10063_2","13",,"0","0",
"4_2261_20241230","17:47:00","17:47:00","10062_2","14",,"0","0",
"4_2261_20241230","17:48:00","17:48:00","10061_2","15",,"0","0",
"4_2261_20241230","17:49:00","17:49:00","10060_2","16",,"0","0",
"4_2261_20241230","17:49:00","17:49:00","10059_2","17",,"0","0",
"4_2261_20241230","17:51:00","17:51:00","10029_2","18",,"0","0",
"4_2261_20241230","17:52:00","17:52:00","10028_2","19",,"0","0",
"4_2261_20241230","17:53:00","17:53:00","10027_2","20",,"0","0",
"4_2261_20241230","17:54:00","17:54:00","10026_2","21",,"0","0",
"4_2261_20241230","17:55:00","17:55:00","10025_2","22",,"0","0",
"4_2261_20241230","17:56:00","17:56:00","10024_2","23",,"0","0",
"4_2261_20241230","17:57:00","17:57:00","10023_2","24",,"0","0",
"4_2261_20241230","17:58:00","17:58:00","10022_2","25",,"0","0",
"4_2261_20241230","17:58:00","17:58:00","10021_2","26",,"0","0",
"4_2261_20241230","17:59:00","17:59:00","10020_2","27",,"0","0",
"4_2261_20241230","18:00:00","18:00:00","10019_2","28",,"0","0",
"4_2261_20241230","18:02:00","18:02:00","226_2","29",,"0","0",
"4_2261_20241230","18:05:00","18:05:00","222_1","30",,"0","0",
"4_2261_20241230","18:08:00","18:08:00","34_1","31",,"0","0",
"4_2261_20241230","18:10:00","18:10:00","18_1","32",,"0","0",
"4_2261_20241230","18:11:00","18:11:00","19_5","33",,"0","0",
"4_2261_20241230","18:14:00","18:14:00","22_1","34",,"0","0",
"4_2261_20241230","18:16:00","18:16:00","27_8","35",,"1","0",
"4_2170_20241230","17:00:00","17:00:00","27_15","1",,"0","1",
"4_2170_20241230","17:02:00","17:02:00","22_5","2",,"0","0",
"4_2170_20241230","17:04:00","17:04:00","19_7","3",,"0","0",
"4_2170_20241230","17:07:00","17:07:00","18_7","4",,"0","0",
"4_2170_20241230","17:10:00","17:10:00","222_2","5",,"0","0",
"4_2170_20241230","17:12:00","17:12:00","226_1","6",,"0","0",
"4_2170_20241230","17:14:00","17:14:00","10020_1","7",,"0","0",
"4_2170_20241230","17:14:00","17:14:00","10021_1","8",,"0","0",
"4_2170_20241230","17:15:00","17:15:00","10022_1","9",,"0","0",
"4_2170_20241230","17:15:00","17:15:00","10023_1","10",,"0","0",
"4_2170_20241230","17:16:00","17:16:00","10024_1","11",,"0","0",
"4_2170_20241230","17:17:00","17:17:00","10025_1","12",,"0","0",
"4_2170_20241230","17:17:00","17:17:00","10026_1","13",,"0","0",
"4_2170_20241230","17:18:00","17:18:00","10027_1","14",,"0","0",
"4_2170_20241230","17:19:00","17:19:00","10028_1","15",,"0","0",
"4_2170_20241230","17:20:00","17:20:00","10029_3","16",,"0","0",
"4_2170_20241230","17:20:00","17:20:00","10059_1","17",,"0","0",
"4_2170_20241230","17:21:00","17:21:00","10060_1","18",,"0","0",
"4_2170_20241230","17:22:00","17:22:00","10061_1","19",,"0","0",
"4_2170_20241230","17:23:00","17:23:00","10062_1","20",,"0","0",
"4_2170_20241230","17:24:00","17:24:00","10063_1","21",,"0","0",
"4_2170_20241230","17:25:00","17:25:00","10064_1","22",,"0","0",
"4_2170_20241230","17:26:00","17:26:00","10065_1","23",,"0","0",
"4_2170_20241230","17:26:00","17:26:00","10066_1","24",,"0","0",
"4_2170_20241230","17:27:00","17:27:00","10067_1","25",,"0","0",
"4_2170_20241230","17:27:00","17:27:00","10068_1","26",,"0","0",
"4_2170_20241230","17:28:00","17:28:00","10069_1","27",,"0","0",
"4_2170_20241230","17:28:00","17:28:00","10070_1","28",,"0","0",
"4_2170_20241230","17:29:00","17:29:00","10071_1","29",,"0","0",
"4_2170_20241230","17:29:00","17:29:00","10072_1","30",,"0","0",
"4_2170_20241230","17:30:00","17:30:00","10081_1","31",,"0","0",
"4_2170_20241230","17:35:00","17:35:00","10085_1","32",,"0","0",
"4_2170_20241230","17:39:00","17:39:00","10086_9","33",,"1","0",
"4_2254_20241230","16:51:00","16:51:00","10086_2","1",,"0","1",
"4_2254_20241230","16:51:00","16:51:00","10085_2","2",,"0","0",
"4_2254_20241230","16:56:00","16:56:00","10081_2","3",,"0","0",
"4_2254_20241230","16:56:00","16:56:00","10072_2","4",,"0","0",
"4_2254_20241230","16:57:00","16:57:00","10071_2","5",,"0","0",
"4_2254_20241230","16:57:00","16:57:00","10070_2","6",,"0","0",
"4_2254_20241230","16:58:00","16:58:00","10069_2","7",,"0","0",
"4_2254_20241230","16:58:00","16:58:00","10068_2","8",,"0","0",
"4_2254_20241230","16:59:00","16:59:00","10067_2","9",,"0","0",
"4_2254_20241230","16:59:00","16:59:00","10066_2","10",,"0","0",
"4_2254_20241230","17:00:00","17:00:00","10065_2","11",,"0","0",
"4_2254_20241230","17:01:00","17:01:00","10064_2","12",,"0","0",
"4_2254_20241230","17:02:00","17:02:00","10063_2","13",,"0","0",
"4_2254_20241230","17:02:00","17:02:00","10062_2","14",,"0","0",
"4_2254_20241230","17:03:00","17:03:00","10061_2","15",,"0","0",
"4_2254_20241230","17:04:00","17:04:00","10060_2","16",,"0","0",
"4_2254_20241230","17:04:00","17:04:00","10059_2","17",,"0","0",
"4_2254_20241230","17:06:00","17:06:00","10029_2","18",,"0","0",
"4_2254_20241230","17:07:00","17:07:00","10028_2","19",,"0","0",
"4_2254_20241230","17:08:00","17:08:00","10027_2","20",,"0","0",
